year,manufacturer,make,make/model,thefts,production,rate,type,horsepower,reliability,price
2007,TOYOTA,TOYOTA,RAV4,145,181051,0.8,MPV,166,82,9000
2010,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,1,1249,0.8,Car,567,65,60000
2011,BMW,BMW,b7,10,0,0.8,Car,500,80,25000
2012,CHRYSLER,DODGE,JOURNEY,62,77471,0.8,Car,283,85,12000
2009,SUBARU,SUBARU,legacy,21,26278,0.8,Car,170,81,8000
2009,SUBARU,SUBARU,impreza,34,42551,0.8,Car,224,85,14000
2013,PORSCHE,PORSCHE,boxster,5,6259,0.8,Car,265,86,42000
2004,TOYOTA,TOYOTA,RAV4,62,77643,0.8,MPV,160,85,5000
2012,NISSAN,NISSAN,370z,5,6271,0.8,Car,332,75,25000
2009,HYUNDAI,HYUNDAI,elantra,61,76637,0.8,Car,126,80,5000
2012,JAGUAR LAND ROVER,JAGUAR,XF,5,6288,0.8,Car,385,78,20000
2009,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,6,7559,0.79,Car,518,65,30000
2005,MAZDA,MAZDA,mpv van,15,18902,0.79,MPV,0,0,0
2012,KIA,KIA,sportage,33,41590,0.79,MPV,176,78,10000
2009,TOYOTA,TOYOTA,tacoma pickup,92,116059,0.79,Truck,236,88,12000
2013,NISSAN,NISSAN,frontier pickup,42,53113,0.79,LDT,261,88,15000
2008,JAGUAR LAND ROVER,JAGUAR,xkr,1,1265,0.79,Car,420,70,25000
2013,CHRYSLER,DODGE,DART,95,120478,0.79,Car,160,85,10000
2007,FORD MOTOR CO,FORD,FREESTYLE,30,38047,0.79,MPV,203,80,5000
2004,FORD MOTOR CO,FORD,RANGER PICKUP,136,172566,0.79,Truck,207,79,9000
2014,VOLKSWAGEN,VOLKSWAGEN,gti,4,5082,0.79,Car,210,79,18000
2005,VOLKSWAGEN,VOLKSWAGEN,new beetle,27,34410,0.78,Car,150,80,10000
2011,GENERAL MOTORS,BUICK,LACROSSE/ALLURE,49,0,0.78,Car,255,86,12000
2010,TOYOTA,TOYOTA,sienna van,43,54895,0.78,MPV,266,85,12000
2009,HONDA,HONDA,civic,218,278426,0.78,Car,140,82,8000
2011,FORD MOTOR CO,FORD,EDGE,105,0,0.78,MPV,285,82,10000
2007,HYUNDAI,HYUNDAI,santa fe,89,113815,0.78,MPV,185,80,5000
2011,HONDA,HONDA,accord,173,0,0.78,Car,190,85,12000
2011,HONDA,ACURA,TL,10,0,0.78,Car,280,80,12000
2013,JAGUAR LAND ROVER,JAGUAR,XF,7,8983,0.78,Car,240,80,15000
2004,GENERAL MOTORS,CADILLAC,SRX,24,30811,0.78,MPV,320,75,5000
2006,ISUZU,ISUZU,ascender,3,3857,0.78,MPV,275,80,10000
2006,ISUZU,ISUZU,ascender,3,3857,0.78,MPV,275,80,9000
2005,AUDI,AUDI,a6/a6 Quattro/s6/s6 Avant,12,15432,0.78,Car,255,80,10000
2008,VOLVO,VOLVO,V 70,3,3862,0.78,Car,230,88,8000
2006,HYUNDAI,HYUNDAI,azera,19,24492,0.78,Car,235,78,6000
2014,TOYOTA,SCION,IQ,2,2581,0.77,Car,94,82,16000
2008,GENERAL MOTORS,SATURN,VUE,84,108682,0.77,MPV,257,81,7000
2010,NISSAN,NISSAN,cube,15,19411,0.77,Car,122,86,9000
2011,CHRYSLER,JEEP,PATRIOT,41,0,0.77,MPV,172,75,8000
2005,DAIMLERCHRYSLER,CHRYSLER,TOWN & COUNTRY,195,253162,0.77,MPV,180,80,5000
2014,MERCEDES-BENZ,MERCEDES-BENZ,e-class,81,105191,0.77,Car,302,85,26000
2009,HYUNDAI,HYUNDAI,genesis,15,19504,0.77,Car,306,87,11000
2004,GENERAL MOTORS,CADILLAC,CTS,43,55984,0.77,Car,220,80,5000
2005,GENERAL MOTORS,BUICK,RENDEZVOUS,42,54775,0.77,MPV,195,78,4000
2008,VOLVO,VOLVO,XC 90,23,30004,0.77,MPV,235,77,8000
2009,AUDI,AUDI,Q5,5,6531,0.77,MPV,211,74,11000
2013,TOYOTA,LEXUS,IS,10,13082,0.76,Car,204,81,18000
2005,VOLVO,VOLVO,XC 90,33,43213,0.76,MPV,208,87,5000
2008,TOYOTA,LEXUS,RX,88,115527,0.76,MPV,270,85,12000
2009,FORD MOTOR CO,FORD,ESCAPE,113,148860,0.76,MPV,240,80,8000
2007,BMW,BMW,z4/m,8,10568,0.76,Car,215,80,15000
2012,VOLKSWAGEN,VOLKSWAGEN,gti,14,18586,0.75,Car,200,80,12000
2006,PORSCHE,PORSCHE,boxster,4,5314,0.75,Car,0,0,0
2009,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,3,3987,0.75,Car,224,75,12000
2012,MERCEDES-BENZ,MERCEDES-BENZ,e-class,38,50591,0.75,Car,302,80,18000
2010,HONDA,ACURA,ZDX,3,3994,0.75,Car,300,80,15000
2013,AUDI,AUDI,A4/A5,36,47939,0.75,Car,211,70,25000
2007,GENERAL MOTORS,PONTIAC,SOLSTICE,16,21310,0.75,Car,177,75,13000
2008,JAGUAR LAND ROVER,LAND ROVER,LR2,11,14659,0.75,MPV,230,80,8000
2008,BMW,BMW,3,91,121356,0.75,Car,215,80,10000
2006,PORSCHE,PORSCHE,cayman,4,5360,0.75,Car,275,72,24000
2005,FORD MOTOR CO,MERCURY,MONTEREY VAN,5,6703,0.75,MPV,240,75,5000
2012,FORD MOTOR CO,LINCOLN,MKZ,28,37676,0.74,Car,263,80,12000
2004,GENERAL MOTORS,CHEVROLET,S10/T10 PICKUP,9,12111,0.74,Truck,190,80,8000
2004,GENERAL MOTORS,OLDSMOBILE,SILHOUETTE VAN,7,9420,0.74,MPV,0,0,0
2011,GENERAL MOTORS,CADILLAC,CTS,43,0,0.74,Car,270,72,10000
2014,BMW,BMW,2,2,2697,0.74,Car,240,78,24000
2008,FORD MOTOR CO,FORD,RANGER PICKUP,63,85052,0.74,Truck,207,83,15000
2014,JAGUAR LAND ROVER,JAGUAR,F-TYPE,3,4053,0.74,Car,340,80,50000
2012,HYUNDAI,HYUNDAI,elantra,125,169256,0.74,Car,148,90,10000
2012,FORD MOTOR CO,FORD,EDGE,56,75972,0.74,MPV,285,80,12000
2008,FORD MOTOR CO,MERCURY,MARINER,39,52931,0.74,MPV,153,78,6500
2014,HONDA,ACURA,TSX,5,6789,0.74,Car,0,0,0
2012,TOYOTA,TOYOTA,venza,17,23128,0.74,MPV,182,82,12000
2013,FIAT,FIAT,500,38,51721,0.73,Car,101,50,8000
2014,VOLKSWAGEN,VOLKSWAGEN,cc,8,10893,0.73,Car,0,0,0
2005,VOLVO,VOLVO,S 80,8,10918,0.73,Car,208,80,7000
2005,GENERAL MOTORS,BUICK,RAINIER,10,13648,0.73,MPV,275,80,5000
2006,SUBARU,SUBARU,b9 tribeca,22,30027,0.73,MPV,215,74,5400
2009,HYUNDAI,HYUNDAI,santa fe,57,77857,0.73,MPV,185,73,8000
2014,TOYOTA,TOYOTA,venza,20,27339,0.73,MPV,268,80,15000
2012,HONDA,HONDA,civic,333,455627,0.73,Car,140,88,12000
2014,HONDA,HONDA,civic,193,264382,0.73,Car,143,80,13000
2013,MAZDA,MAZDA,cx-9,16,21923,0.73,MPV,273,83,14000
2014,HYUNDAI,HYUNDAI,tucson,29,39796,0.73,MPV,164,90,13000
2006,VOLVO,VOLVO,XC 90,24,32962,0.73,MPV,208,78,5000
2011,VOLVO,VOLVO,C 70,5,0,0.73,Car,227,78,12000
2014,JAGUAR LAND ROVER,LAND ROVER,EVOQUE,5,6882,0.73,MPV,240,75,23000
2011,HONDA,HONDA,accord crosstour,9,0,0.73,MPV,271,79,12000
2010,FORD MOTOR CO,FORD,ESCAPE,146,200970,0.73,Car,171,85,7500
2012,FORD MOTOR CO,LINCOLN,MKS,5,6890,0.73,Car,273,78,11000
2008,VOLKSWAGEN,VOLKSWAGEN,eos,10,13815,0.72,Car,0,0,0
2008,CHRYSLER,DODGE,VIPER,1,1382,0.72,Car,600,75,70000
2014,GENERAL MOTORS,CHEVROLET,CORVETTE,25,34585,0.72,Car,455,80,53000
2007,SUZUKI,SUZUKI,aerio,4,5544,0.72,Car,123,75,5000
2004,HONDA,ACURA,MDX,45,62397,0.72,MPV,265,75,5000
2007,PORSCHE,PORSCHE,cayman,4,5552,0.72,Car,245,73,24000
2012,KIA,KIA,sedona van,24,33319,0.72,MPV,271,83,9500
2008,GENERAL MOTORS,GMC,CANYON PICKUP,13,18049,0.72,Truck,242,80,12000
2014,MERCEDES-BENZ,MERCEDES-BENZ,cls-class,8,11125,0.72,Car,408,77,32000
2007,PORSCHE,PORSCHE,911,9,12521,0.72,Car,325,72,25000
2007,TOYOTA,LEXUS,IS,41,57055,0.72,Car,204,80,8000
2011,KIA,KIA,sorento,121,0,0.72,MPV,276,80,10000
2014,NISSAN,NISSAN,murano,39,54422,0.72,MPV,260,85,15000
2014,FORD MOTOR CO,FORD,EDGE,87,121453,0.72,MPV,285,80,14000
2004,GENERAL MOTORS,SATURN,LS,13,18185,0.71,Car,181,80,4500
2010,GENERAL MOTORS,GMC,CANYON PICKUP,6,8394,0.71,Truck,242,82,12000
2014,MERCEDES-BENZ,MERCEDES-BENZ,cla-class,31,43391,0.71,Car,208,74,32000
2011,TOYOTA,LEXUS,IS,22,0,0.71,Car,306,82,15000
2013,PORSCHE,PORSCHE,911,7,9805,0.71,Car,350,80,75000
2007,MERCEDES-BENZ,MERCEDES-BENZ,203 (c-class),83,116282,0.71,MPV,268,75,9000
2009,MAZDA,MAZDA,cx-9,10,14024,0.71,MPV,273,88,9000
2012,HONDA,HONDA,cr-z,4,5609,0.71,Car,122,86,12000
2013,CHRYSLER,JEEP,COMPASS,15,21037,0.71,MPV,172,75,10000
2014,GENERAL MOTORS,GMC,TERRAIN,65,91199,0.71,MPV,182,77,12000
2011,FORD MOTOR CO,FORD,FIESTA,55,0,0.71,Car,120,88,8000
2014,NISSAN,NISSAN,370z,6,8427,0.71,Car,0,0,0
2008,HYUNDAI,HYUNDAI,tucson,16,22488,0.71,MPV,173,80,5500
2012,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,36,50765,0.71,Truck,242,72,12000
2009,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,20,28286,0.71,Truck,242,80,12000
2014,AUDI,AUDI,A4/A5,28,39681,0.71,Car,211,82,19000
2012,HONDA,HONDA,crosstour,19,26934,0.71,MPV,271,78,12000
2009,CHRYSLER,JEEP,PATRIOT,23,32611,0.71,MPV,172,77,7000
2010,NISSAN,NISSAN,gt-r,1,1420,0.7,Car,485,89,80000
2010,HONDA,HONDA,accord,198,281286,0.7,Car,190,80,8000
2010,HYUNDAI,HYUNDAI,santa fe,39,55423,0.7,MPV,185,79,12000
2007,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,3,4265,0.7,Car,552,84,40000
2011,HONDA,ACURA,MDX,36,0,0.7,MPV,300,85,13000
2004,TOYOTA,TOYOTA,echo,4,5697,0.7,Car,108,79,5000
2013,FORD MOTOR CO,FORD,EDGE,162,230853,0.7,MPV,285,80,11000
2007,BMW,BMW,x3,22,31365,0.7,MPV,215,83,8000
2014,VOLVO,VOLVO,S 60,9,12833,0.7,Car,240,80,15000
2013,BMW,BMW,3,81,115498,0.7,Car,300,80,25000
2010,MITSUBISHI,MITSUBISHI,lancer,21,29952,0.7,Car,0,0,0
2006,KIA,KIA,sportage,30,42832,0.7,MPV,140,80,4000
2010,KIA,KIA,sedona van,11,15716,0.7,MPV,271,75,6000
2011,NISSAN,NISSAN,pathfinder,22,0,0.7,MPV,266,82,9000
2013,VOLKSWAGEN,VOLKSWAGEN,golf,15,21455,0.7,Car,170,80,12000
2012,MITSUBISHI,MITSUBISHI,i-miev,1,1435,0.7,Car,66,90,22000
2006,FORD MOTOR CO,MERCURY,MARINER,21,30137,0.7,MPV,153,82,4500
2008,NISSAN,INFINITI,G35,39,56155,0.69,Car,306,90,10000
2011,GENERAL MOTORS,BUICK,REGAL,35,0,0.69,Car,182,80,8500
2006,GENERAL MOTORS,PONTIAC,SOLSTICE,13,18748,0.69,Car,177,80,15000
2007,SUBARU,SUBARU,b9 tribeca,8,11538,0.69,MPV,230,80,5000
2007,BMW,BMW,3,97,139966,0.69,Car,215,85,10000
2008,VOLVO,VOLVO,C 70,5,7220,0.69,Car,220,85,8000
2013,GENERAL MOTORS,CADILLAC,SRX,35,50569,0.69,MPV,308,80,15000
2007,MAZDA,MAZDA,cx-7,52,75137,0.69,MPV,244,78,4500
2012,CHRYSLER,JEEP,COMPASS,30,43360,0.69,MPV,172,75,9000
2014,NISSAN,NISSAN,pathfinder,67,96879,0.69,MPV,260,80,15000
2007,VOLVO,VOLVO,S 60,14,20268,0.69,Car,208,83,6000
2009,HONDA,ACURA,RDX,6,8690,0.69,MPV,240,78,8000
2010,TOYOTA,TOYOTA,tacoma pickup,77,111599,0.69,Truck,236,89,15000
2008,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,46,66677,0.69,Truck,242,80,8500
2004,TOYOTA,LEXUS,RX,101,146431,0.69,MPV,230,89,5500
2013,NISSAN,NISSAN,pathfinder,56,81205,0.69,MPV,260,73,15000
2010,TOYOTA,TOYOTA,highlander,58,84152,0.69,MPV,270,90,12000
2009,FORD MOTOR CO,LINCOLN,MKX,8,11626,0.69,MPV,265,75,8500
2013,FORD MOTOR CO,FORD,FLEX,22,32053,0.69,MPV,285,85,15000
2011,BMW,BMW,1,9,0,0.69,Car,230,75,12000
2009,PORSCHE,PORSCHE,boxster,1,1460,0.68,Car,255,72,25000
2013,NISSAN,NISSAN,rogue,131,192204,0.68,MPV,170,85,12000
2013,JAGUAR LAND ROVER,JAGUAR,xj,4,5880,0.68,Car,340,80,26000
2008,BMW,BMW,z4/m,4,5880,0.68,Car,215,78,15000
2007,CHRYSLER,JEEP,PATRIOT,20,29421,0.68,MPV,172,72,5000
2013,BMW,BMW,x3,24,35324,0.68,MPV,240,85,15000
2007,ASTON MARTIN,ASTON MARTIN,VANTAGE,1,1474,0.68,Car,380,70,50000
2004,VOLKSWAGEN,VOLKSWAGEN,passat,48,70878,0.68,Car,170,75,3000
2011,AUDI,AUDI,A4/A5,29,0,0.68,Car,211,79,14000
2014,PORSCHE,PORSCHE,cayman,4,5914,0.68,Car,325,76,50000
2010,AUDI,AUDI,A4/A5,26,38497,0.68,Car,211,82,15000
2009,VOLVO,VOLVO,S 80,5,7409,0.67,Car,235,80,8500
2014,HONDA,HONDA,accord,263,389696,0.67,Car,278,87,15000
2013,GENERAL MOTORS,GMC,TERRAIN,73,108263,0.67,MPV,182,86,11000
2007,KIA,KIA,sedona van,41,60873,0.67,MPV,240,70,5000
2012,AUDI,AUDI,Q7,6,8951,0.67,Car,272,70,19000
2007,HONDA,HONDA,fit,46,68642,0.67,Car,109,85,8000
2009,AUDI,AUDI,TT,2,2989,0.67,Car,0,0,0
2007,SUBARU,SUBARU,legacy/outback,10,14963,0.67,Car,175,75,7000
2004,VOLKSWAGEN,VOLKSWAGEN,new beetle,30,44896,0.67,Car,150,70,4000
2008,NISSAN,NISSAN,rogue,52,78079,0.67,MPV,170,85,5000
2010,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,1,1505,0.66,Car,310,80,25000
2014,TOYOTA,SCION,XD,5,7535,0.66,Car,128,85,15500
2012,BMW,BMW,3,29,43714,0.66,Car,300,80,20000
2004,TOYOTA,TOYOTA,highlander,82,123726,0.66,MPV,220,90,5000
2009,NISSAN,INFINITI,FX50,1,1510,0.66,MPV,390,80,14000
2009,TOYOTA,TOYOTA,RAV4,79,119381,0.66,MPV,179,87,9000
2008,BMW,BMW,6,4,6052,0.66,Car,360,70,15000
2004,HYUNDAI,HYUNDAI,santa fe,86,130385,0.66,MPV,195,84,2500
2008,TOYOTA,TOYOTA,sienna van,85,129208,0.66,MPV,266,80,9400
2012,MITSUBISHI,MITSUBISHI,outlander,14,21288,0.66,MPV,230,82,12000
2009,BMW,BMW,7,5,7613,0.66,Car,400,80,25000
2007,TOYOTA,TOYOTA,sienna van,63,96072,0.66,MPV,215,84,5000
2008,BMW,BMW,5,52,79395,0.66,Car,300,75,10000
2013,HONDA,HONDA,crosstour,11,16818,0.65,MPV,271,90,19000
2007,HONDA,ACURA,MDX,35,53550,0.65,MPV,300,88,8000
2009,TOYOTA,LEXUS,RX,42,64266,0.65,MPV,275,87,15000
2006,VOLKSWAGEN,VOLKSWAGEN,new beetle,27,41361,0.65,Car,150,75,8000
2008,JAGUAR LAND ROVER,LAND ROVER,VANDEN PLAS/SUPER V8,1,1533,0.65,Car,400,75,30000
2005,VOLVO,VOLVO,S 60,15,23029,0.65,Car,208,75,5000
2012,HONDA,ACURA,TSX,24,36921,0.65,Car,0,0,0
2012,MITSUBISHI,MITSUBISHI,lancer,11,16958,0.65,Car,177,82,10000
2013,NISSAN,NISSAN,cube,4,6181,0.65,Car,122,79,14000
2004,VOLVO,VOLVO,C 70,5,7731,0.65,Car,218,78,6800
2012,HYUNDAI,HYUNDAI,veloster,20,30980,0.65,Car,138,82,8000
2007,FORD MOTOR CO,MERCURY,MONTEREY VAN,1,1553,0.64,MPV,201,70,5000
2011,NISSAN,NISSAN,370z,4,0,0.64,Car,332,80,25000
2006,HONDA,HONDA,element,29,45132,0.64,MPV,156,82,6000
2010,NISSAN,NISSAN,370z,7,10913,0.64,Car,332,75,26000
2011,FORD MOTOR CO,FORD,ESCAPE,133,0,0.64,MPV,171,86,8000
2008,SUBARU,SUBARU,impreza,38,59340,0.64,Car,224,86,8000
2012,VOLVO,VOLVO,S 60,22,34378,0.64,Car,300,80,14000
2006,GENERAL MOTORS,CADILLAC,STS,20,31368,0.64,Car,255,74,5000
2006,BMW,BMW,z4/m,7,10981,0.64,Car,215,80,15000
2008,BMW,BMW,m3,5,7854,0.64,Car,414,74,25000
2007,FORD MOTOR CO,LINCOLN,MKX,22,34571,0.64,MPV,265,80,7000
2009,NISSAN,NISSAN,rogue,47,73877,0.64,MPV,170,83,8000
2010,GENERAL MOTORS,CADILLAC,SRX,31,48740,0.64,MPV,265,83,12000
2004,TOYOTA,LEXUS,ES,45,70774,0.64,Car,215,90,6000
2011,CHRYSLER,JEEP,WRANGLER,66,0,0.64,MPV,202,70,20000
2007,GENERAL MOTORS,BUICK,RAINIER,3,4723,0.64,MPV,291,77,4500
2011,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,16,0,0.63,Truck,242,74,12000
2005,BMW,MINI,COOPER,30,47444,0.63,Car,115,80,7000
2007,SUBARU,SUBARU,outback,27,42747,0.63,MPV,175,80,7000
2011,BMW,BMW,5,42,0,0.63,Car,300,75,13000
2007,HONDA,HONDA,pilot,77,122033,0.63,MPV,244,86,6000
2013,VOLVO,VOLVO,XC 60,13,20618,0.63,MPV,240,80,15000
2010,TOYOTA,SCION,XD,10,15884,0.63,Car,128,88,10000
2004,AUDI,AUDI,a6/a6 Quattro/s6/s6 Avant,10,15885,0.63,Car,255,74,5000
2014,HONDA,ACURA,RLX,5,7946,0.63,Car,310,82,30000
2009,VOLKSWAGEN,VOLKSWAGEN,tiguan,12,19076,0.63,MPV,0,0,0
2008,MERCEDES-BENZ,MERCEDES-BENZ,e-class,27,42951,0.63,Car,268,80,8000
2009,PORSCHE,PORSCHE,cayman,1,1591,0.63,Car,265,80,30000
2009,TOYOTA,TOYOTA,fj cruiser,2,3185,0.63,MPV,239,80,14000
2013,TOYOTA,TOYOTA,tacoma pickup,108,172009,0.63,LDT,236,82,15000
2013,HYUNDAI,HYUNDAI,equus,2,3187,0.63,Car,429,88,35000
2011,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,2,0,0.63,Car,429,75,62000
2004,GENERAL MOTORS,GMC,SONOMA PICKUP,2,3190,0.63,Truck,190,75,8000
2004,NISSAN,NISSAN,quest van,40,63930,0.63,MPV,240,75,5000
2006,TOYOTA,TOYOTA,sienna van,120,192771,0.62,MPV,215,86,6000
2006,TOYOTA,LEXUS,RX,48,77147,0.62,MPV,268,80,10000
2014,MAZDA,MAZDA,A6,34,54740,0.62,Car,184,80,13000
2013,HONDA,HONDA,accord,231,372134,0.62,Car,278,90,15000
2008,HONDA,HONDA,pilot,55,88713,0.62,MPV,244,80,9000
2009,MAZDA,MAZDA,cx-7,8,12906,0.62,MPV,244,85,6500
2013,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,3,4842,0.62,Car,0,0,0
2011,HONDA,HONDA,insight,8,0,0.62,Car,98,75,8000
2009,SUZUKI,SUZUKI,vitara/grand vitara,4,6476,0.62,MPV,185,80,8000
2012,PORSCHE,PORSCHE,911,5,8114,0.62,Car,350,80,60000
2010,CHRYSLER,JEEP,PATRIOT,25,40670,0.61,MPV,172,80,8000
2004,MAZDA,MAZDA,b series pickup,6,9766,0.61,Truck,154,82,8000
2006,DAIMLERCHRYSLER,DODGE,VIPER,1,1630,0.61,Car,500,75,65000
2014,HONDA,ACURA,ILX,10,16349,0.61,Car,150,80,12000
2011,HONDA,HONDA,element,7,0,0.61,MPV,166,79,10000
2011,BMW,BMW,3,100,0,0.61,Car,230,83,15000
2005,HONDA,HONDA,cr-v,88,144472,0.61,MPV,160,75,5000
2011,MAZDA,MAZDA,2,11,0,0.61,Car,100,80,8000
2004,HONDA,HONDA,element,34,56002,0.61,MPV,160,90,5000
2013,VOLKSWAGEN,VOLKSWAGEN,beetle,29,47776,0.61,Car,170,78,13000
2007,FORD MOTOR CO,LINCOLN,ZEPHYR,20,32952,0.61,Car,221,79,5700
2008,CHRYSLER,CHRYSLER,CROSSFIRE,1,1648,0.61,Car,215,70,9000
2010,HONDA,ACURA,MDX,21,34613,0.61,MPV,300,80,12000
2005,SAAB,SAAB,43711,13,21433,0.61,Car,220,75,7500
2012,MAZDA,MAZDA,cx-9,20,32980,0.61,MPV,273,80,12000
2011,TOYOTA,SCION,XD,4,0,0.61,Car,128,82,10000
2008,HONDA,HONDA,fit,45,74486,0.6,Car,109,82,5000
2014,BMW,BMW,x3,24,39732,0.6,MPV,240,80,15000
2012,TOYOTA,SCION,XB,27,44722,0.6,Car,158,83,14000
2008,HYUNDAI,HYUNDAI,veracruz,8,13264,0.6,MPV,260,82,8000
2005,LOTUS,LOTUS,elise,2,3320,0.6,Car,189,70,35000
2013,CHRYSLER,JEEP,WRANGLER,93,154513,0.6,MPV,285,85,20000
2005,SUBARU,SUBARU,legacy/outback,21,34944,0.6,Car,168,78,6000
2009,AUDI,AUDI,A4/A5,27,44950,0.6,Car,211,78,10000
2014,AUDI,AUDI,S4/S5,9,15058,0.6,Car,333,78,37000
2014,HONDA,HONDA,insight,2,3349,0.6,Car,88,80,15000
2006,PORSCHE,PORSCHE,911,8,13407,0.6,Car,355,85,37000
2011,JAGUAR LAND ROVER,JAGUAR,XF,7,0,0.6,Car,385,75,12000
2008,FORD MOTOR CO,LINCOLN,MKX,22,36884,0.6,MPV,265,75,8000
2007,JAGUAR,JAGUAR,xkr,3,5030,0.6,Car,420,75,25000
2004,BMW,BMW,x3,20,33586,0.6,MPV,225,85,7500
2014,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,21,35296,0.6,MPV,302,81,22000
2009,HONDA,ACURA,3.2 TL,20,33690,0.59,Car,270,75,8000
2013,HONDA,ACURA,MDX,15,25269,0.59,MPV,300,80,20000
2007,TOYOTA,LEXUS,GS,17,28638,0.59,Car,290,85,10000
2007,VOLVO,VOLVO,V 50,2,3373,0.59,Car,168,79,5000
2010,AUDI,AUDI,A6,4,6777,0.59,Car,265,80,10000
2011,AUDI,AUDI,Q5,14,0,0.59,MPV,211,70,12000
2014,AUDI,AUDI,SQ5,2,3395,0.59,MPV,260,90,25000
2012,SUBARU,SUBARU,legacy,23,39094,0.59,Car,256,86,11000
2010,SUZUKI,SUZUKI,kizashi,4,6807,0.59,Car,180,75,8000
2013,VOLVO,VOLVO,S 60,15,25583,0.59,Car,240,80,12000
2013,TOYOTA,TOYOTA,sienna,77,131431,0.59,MPV,266,85,21000
2008,FORD MOTOR CO,LINCOLN,MKZ,19,32457,0.59,Car,263,80,6000
2012,FORD MOTOR CO,LINCOLN,MKX,10,17121,0.58,MPV,305,80,15000
2014,NISSAN,NISSAN,quest van,5,8561,0.58,MPV,260,80,15000
2010,KIA,KIA,rondo,1,1713,0.58,Car,162,76,8000
2011,CHRYSLER,JEEP,COMPASS,25,0,0.58,MPV,172,74,9000
2013,VOLKSWAGEN,VOLKSWAGEN,gti,10,17173,0.58,Car,200,75,15000
2011,MAZDA,MAZDA,cx-9,17,0,0.58,MPV,273,80,8500
2011,VOLKSWAGEN,VOLKSWAGEN,tiguan,15,0,0.58,MPV,200,86,15000
2004,VOLVO,VOLVO,XC 90,31,53323,0.58,MPV,208,88,6000
2011,TOYOTA,TOYOTA,tacoma pickup,71,0,0.58,Truck,236,80,15000
2010,NISSAN,NISSAN,frontier pickup,26,44888,0.58,Truck,261,75,12000
2006,SAAB,SAAB,9-2x,1,1731,0.58,Car,230,80,8000
2009,TOYOTA,TOYOTA,highlander,33,57166,0.58,MPV,270,86,12000
2011,HONDA,ACURA,RDX,9,0,0.58,MPV,240,86,12000
2006,KIA,KIA,sedona van,30,52064,0.58,MPV,197,76,4500
2014,HONDA,HONDA,cr-z,2,3473,0.58,Car,130,81,15000
2009,FORD MOTOR CO,FORD,TAURUS X,3,5209,0.58,MPV,263,82,8000
2013,AUDI,AUDI,ALLROAD,4,6966,0.57,MPV,211,82,10000
2013,GENERAL MOTORS,BUICK,VERANO,29,50556,0.57,Car,180,80,12000
2013,FORD MOTOR CO,LINCOLN,MKX,23,40203,0.57,MPV,305,83,18500
2004,TOYOTA,LEXUS,GX,25,43789,0.57,MPV,235,90,8000
2005,HONDA,HONDA,pilot,81,142118,0.57,MPV,240,90,5000
2005,GENERAL MOTORS,CHEVROLET,UPLANDER VAN,30,52713,0.57,MPV,240,85,5000
2012,HONDA,ACURA,RDX,5,8786,0.57,MPV,240,80,12000
2009,TOYOTA,SCION,XD,10,17587,0.57,Car,128,85,10000
2014,HONDA,ACURA,TL,7,12320,0.57,Car,280,80,15000
2012,CHRYSLER,JEEP,PATRIOT,34,59849,0.57,MPV,172,75,10000
2010,FORD MOTOR CO,LINCOLN,MKX,12,21164,0.57,MPV,265,79,8000
2013,SUBARU,SUBARU,brz,7,12358,0.57,Car,200,80,18000
2013,SUBARU,SUBARU,impreza,50,88295,0.57,Car,148,80,14000
2009,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,8,14169,0.56,Car,71,80,8000
2011,GENERAL MOTORS,CHEVROLET,CRUZE,100,0,0.56,Car,138,76,7000
2006,MITSUBISHI,MITSUBISHI,montero,1,1778,0.56,MPV,215,80,9000
2013,AUDI,AUDI,Q5,16,28566,0.56,MPV,211,79,15000
2012,KIA,KIA,sorento,60,107269,0.56,MPV,191,85,12000
2011,MAZDA,MAZDA,cx-7,21,0,0.56,MPV,161,85,9000
2008,MAZDA,MAZDA,cx-9,20,36033,0.56,MPV,273,80,7000
2013,SUZUKI,SUZUKI,kizashi,1,1805,0.55,Car,180,82,12000
2005,GENERAL MOTORS,CADILLAC,SRX,13,23498,0.55,MPV,255,75,6000
2010,FORD MOTOR CO,FORD,crown victoria,1,1809,0.55,Car,224,87,12000
2012,JAGUAR LAND ROVER,LAND ROVER,EVOQUE,5,9075,0.55,MPV,240,80,20000
2011,BMW,BMW,z4/m,3,0,0.55,Car,0,0,0
2011,TOYOTA,TOYOTA,RAV4,100,0,0.55,MPV,179,88,10000
2012,BMW,BMW,x3,8,14543,0.55,Truck,240,80,15000
2014,HYUNDAI,HYUNDAI,santa fe,57,103747,0.55,MPV,290,85,19000
2010,TOYOTA,TOYOTA,venza,27,49445,0.55,MPV,268,88,12000
